reply_text,reply_username,reply_date,language,tweet_id
#BanglarGorboMamata,@RajuReyaz,2025-05-21T06:47:21.000Z,qme,447445643370362000
Keu ki ache amar bhalobasha premer bartata pouche debe oke? I love him from the bottom of my heart . Kintu o amake reply kore na . O travel korbe bidesh bibhuiye. E biroho jantrana kake janai bolo to tumi didi?,@arpitac34915457,2025-05-21T07:12:10.000Z,tl,447445643370362000
Why Wb government doesn't have a proper RTI SYSTEM,@NandiVishal,2025-05-21T07:39:24.000Z,en,447445643370362000
অভিনন্দন জানাই,@RamGhorai4,2025-05-21T08:12:54.000Z,bn,447445643370362000
পশ্চিমবঙ্গের মাননীয়া মুখ্যমন্ত্রী আপনাকে আন্তরিক শুভেচ্ছা ও অভিনন্দন জানাই,@RamGhorai4,2025-05-21T08:14:04.000Z,bn,447445643370362000
We are proud that u are one among the only two women chief ministers in India,@doctorsboutique,2025-05-21T08:46:43.000Z,en,447445643370362000
"अंधा बारे रेवड़ी, फ़िर फ़िर खुद को देय!   Legally distributing to workers for election  work, why do rac payer pay money??",@tanuavi,2025-05-21T02:35:55.000Z,en,447445643370362000
জয় বাংলা,@MdAzharAITC,2025-05-21T02:47:36.000Z,bn,447445643370362000
Amazing initiative by the state government to support 12 lakh families with funds for their homes. #BanglarBari #grateful,@sunnyBhowalAITC,2025-05-21T03:01:37.000Z,en,447445643370362000
और पड़ोसी देश के रिश्तेदारों को  उनके लिए तो आपने आत्मा तक बेच दी,@j_ashwani,2025-05-21T09:04:40.000Z,hi,447445643370362000
Welcome news.,@KamalAITC,2025-05-21T09:05:07.000Z,en,447445643370362000
What happened to hindus fleeing from Murshidabad,@7896sandeep,2025-05-21T09:46:19.000Z,en,447445643370362000
Preferences will be given to our Bangladeshi migrants because vote is a necessary element to survive in politics...so come forward my favourite Bangladeshi madarsa chhap,@iskg2303,2025-05-21T10:42:12.000Z,en,447445643370362000
Jai Bangla,@Meejan_AITC,2025-05-21T00:24:39.000Z,hi,447445643370362000
Shameless and shameful lady. You are ready to sell your mother.,@Nomus1972,2025-05-21T00:45:11.000Z,en,447445643370362000
Mamata moyee Mamata Banarjee Jindabad,@biswas_sub77436,2025-05-21T12:30:15.000Z,hi,447445643370362000
@MamataOfficial  O shut up Daini Murkhomontri,@fearlessAdi,2025-05-21T13:57:42.000Z,in,447445643370362000
Preferences will be given to our Bangladeshi migrants because vote is a necessary element to survive in politics...so come forward my favourite Bangladeshi madarsa chhap,@iskg2303,2025-05-21T10:42:12.000Z,en,447445643370362000
Jai Bangla,@Meejan_AITC,2025-05-21T00:24:39.000Z,hi,447445643370362000
Shameless and shameful lady. You are ready to sell your mother.,@Nomus1972,2025-05-21T00:45:11.000Z,en,447445643370362000
Mamata moyee Mamata Banarjee Jindabad,@biswas_sub77436,2025-05-21T12:30:15.000Z,hi,447445643370362000
@MamataOfficial  O shut up Daini Murkhomontri,@fearlessAdi,2025-05-21T13:57:42.000Z,in,447445643370362000
"We are proud that our state government, entirely with its own funds, is providing a total of ₹1,20,000 per family in two installments under the ‘Banglar Bari (Gramin)’ scheme to 12 lakh poor and eligible families of Bengal for building their houses.  The first installment, amoun",@Amarnat04914317,2025-05-21T14:30:17.000Z,en,447445643370362000
Hya party'r lok porjonto e theke jai. Tar upor oi 20000 back dite hoi.,@joybiswas05,2025-05-21T16:19:07.000Z,in,447445643370362000
plz share a religion and case based break of the beneficiaries,@dj_sh_india,2025-05-21T19:33:14.000Z,en,447445643370362000
What will be the State's DEBT as on date...!!!????,@satyanbeshi,2025-05-20T18:48:30.000Z,en,447445643370362000
A pro* stitute is better than you didi,@missworld0501,2025-05-20T19:24:09.000Z,en,447445643370362000
Jai bangla,@mondal_sob52104,2025-05-20T19:40:01.000Z,hi,447445643370362000
"PROUD YES YOU HAVE ONLY PROUD INSIDE YOU FULL OF PROUD ON YOUR POWER POSITION MONEY ETC, BUT ARE YOU SURE IT WILL NEVER END, SURE AND FOR SURE ONE DAY WILL COME AND WILL COUNT YOUR ALL SIN WHATEVER U DID IN YOUR LIFE, SO BE READY TO PAY BACK ALL OF YOUR KARMAS ARE COMING BACK TOU",@eguru1008,2025-05-21T20:13:19.000Z,en,447445643370362000
এগিয়ে বাংলা,@KUSHALD45653860,2025-05-21T21:13:04.000Z,bn,447445643370362000
"To stand with your own ego, and nothing else.",@me_Chiranjitb4u,2025-05-22T01:31:07.000Z,en,447445643370362000
It is going to be benefit selectively only one community undoubtedly,@SomashekarYh,2025-05-22T03:02:14.000Z,en,447445643370362000
"Give a man a fish he will be able to eat that day ,teach them how to fish they will eat forever .Our government just gives schemes",@pragyano095,2025-05-22T03:50:19.000Z,en,447445643370362000
"Congratulations to the TMC government now even the state judiciary acknowledges Murshidabad as the slaughterhouse you've so proudly cultivated. There's never enough money for rightful DA to state employees, yet the coffers never run dry when it comes to empowering radical groups.",@Abhishe99441632,2025-05-22T06:51:55.000Z,en,447445643370362000
Well done Madam! Every Indian life matters!,@SrirupaSen,2025-05-20T17:12:48.000Z,en,447445643370362000
Nano r karkhana ta kobe khulben?,@marketwatch2024,2025-05-20T17:21:19.000Z,und,447445643370362000
Excellent,@BaibhabBaibhab,2025-05-20T17:37:04.000Z,fr,447445643370362000
We will never make them richer by by this sort of help ; this will make them poorer than earlier   You will just show them the way of earning by working  By the by whose money you are giving not from yous — it is their own one money by their many poor people by way of taxes,@DRSPRAO234647,2025-05-22T15:36:30.000Z,en,447445643370362000
"Is ur Incompetent & Corrupt govt taking any actions against the illegal Bangladeshis & Rohingyas, as per directive of MHA? We vry well know u won't, since they hv now bcome ur Vote Bank. Bt, action wl be initiated if ur Govt does nt heed to the directive. Time hs come fr u to go.",@Sanzeenpatriot,2025-05-23T07:04:18.000Z,en,447445643370362000
"Please help us  My father get first installment but after that member demand 5000 ₹ for 2 instalment , my father not give him 2 instalment not comes till now .",@bablucole,2025-05-23T15:37:49.000Z,en,447445643370362000
"Give a man a fish he will be able to eat that day ,teach them how to fish they will eat forever .Our government just gives schemes",@pragyano095,2025-05-22T03:50:19.000Z,en,447445643370362000
"Congratulations to the TMC government now even the state judiciary acknowledges Murshidabad as the slaughterhouse you've so proudly cultivated. There's never enough money for rightful DA to state employees, yet the coffers never run dry when it comes to empowering radical groups.",@Abhishe99441632,2025-05-22T06:51:55.000Z,en,447445643370362000
Well done Madam! Every Indian life matters!,@SrirupaSen,2025-05-20T17:12:48.000Z,en,447445643370362000
Nano r karkhana ta kobe khulben?,@marketwatch2024,2025-05-20T17:21:19.000Z,und,447445643370362000
Excellent,@BaibhabBaibhab,2025-05-20T17:37:04.000Z,fr,447445643370362000
We will never make them richer by by this sort of help ; this will make them poorer than earlier   You will just show them the way of earning by working  By the by whose money you are giving not from yous — it is their own one money by their many poor people by way of taxes,@DRSPRAO234647,2025-05-22T15:36:30.000Z,en,447445643370362000
"Is ur Incompetent & Corrupt govt taking any actions against the illegal Bangladeshis & Rohingyas, as per directive of MHA? We vry well know u won't, since they hv now bcome ur Vote Bank. Bt, action wl be initiated if ur Govt does nt heed to the directive. Time hs come fr u to go.",@Sanzeenpatriot,2025-05-23T07:04:18.000Z,en,447445643370362000
"Please help us  My father get first installment but after that member demand 5000 ₹ for 2 instalment , my father not give him 2 instalment not comes till now .",@bablucole,2025-05-23T15:37:49.000Z,en,447445643370362000
Very very good news,@JoydebB72824190,2025-05-24T07:26:36.000Z,en,447445643370362000
so hindu donations are being used for giving house to muslims while hindus has paid taxes muslims get all free.. most shameless community frommgaza to India .. living on grants favour of TMC n thriving shamlessly,@kunal_yadavpm,2025-05-25T10:32:59.000Z,en,447445643370362000
Great job for people's needs.Thanks http://mam.Joy Jagannath .Joy Bangla. মানুষের চাহিদা পূরণে দারুন কাজ। ধন্যবাদ ম্যাম। জয় জগন্নাথ। জয় বাংলা।,@SudipChakr86942,2025-05-29T04:50:20.000Z,und,447445643370362000
#ReleaseSharmistha,@AntiNehruGandhi,2025-05-31T10:24:17.000Z,qme,447445643370362000
own fund ...,@SumanMazumderO1,2025-06-01T05:17:18.000Z,en,447445643370362000
All this money will go into the majority of muslims pockets who trespassed the border and riot in the name of religion   And this shameless woman gets offended when CHANTED Jai shree RAM.,@Biggerthanyour8,2025-06-01T10:11:00.000Z,en,447445643370362000
জয় বাংলা জয় মা বাংলা মা,@SanjibaD82538,2025-06-03T14:24:56.000Z,bn,447445643370362000
"While this is a great move, on paper. Such schemes earlier launched either only benefitted the M community or the leaders of TMC.  It wud be good if TMC can publish a report of the actual beneficiaries. Along with a break up of Hindus, Sikhs, Christians, etc.",@insince7001,2025-05-20T11:00:17.000Z,en,447445643370362000
জয়তু জননেত্রী,@Akbarse88200277,2025-05-20T09:36:18.000Z,bn,447445643370362000
Well done,@PradipMondalTMC,2025-05-20T09:45:02.000Z,en,447445643370362000
"All power to you Mamata Didi. Humble request to you to try to stop the regular huge chanda collection from shop owners, businessman for different pujas, blood donation camps and what not. These people are suffering, Big Budget Durga pujas are painful for many. Sorry for saying.",@chillisuger,2025-05-20T09:47:32.000Z,en,447445643370362000
Inspite of GoI not releasing fund for housing for the poor Didi has once again stood like a saviour,@snmajumdar,2025-05-20T12:41:50.000Z,en,447445643370362000
"These scheme is only For TmC voters & members and also many persons got this scheme who has Already two floor house and paka house. Also if u want proof, I m agree to show u",@AkashPurkait7,2025-05-20T14:58:04.000Z,en,447445643370362000
"THANK YOU VERY MUCH DIDI, UNDER YOUR LEDERSHIP OUR BANGLA  IS ACHIEVING NEW MILE STONE DAY BY DAY.",@Shubhadeep86417,2025-05-20T16:44:33.000Z,en,447445643370362000
"Very convenient scheme for Bangladeshis. Fck you Mamata, you will rot in hell  #MamataIsSick #PresidentRuleInWB #TakeMamatasSupari",@sharmakabeta_,2025-05-21T02:44:48.000Z,en,447445643370362000
All this money will go into the majority of muslims pockets who trespassed the border and riot in the name of religion   And this shameless woman gets offended when CHANTED Jai shree RAM.,@Biggerthanyour8,2025-06-01T10:11:00.000Z,en,447445643370362000
জয় বাংলা জয় মা বাংলা মা,@SanjibaD82538,2025-06-03T14:24:56.000Z,bn,447445643370362000
"While this is a great move, on paper. Such schemes earlier launched either only benefitted the M community or the leaders of TMC.  It wud be good if TMC can publish a report of the actual beneficiaries. Along with a break up of Hindus, Sikhs, Christians, etc.",@insince7001,2025-05-20T11:00:17.000Z,en,447445643370362000
জয়তু জননেত্রী,@Akbarse88200277,2025-05-20T09:36:18.000Z,bn,447445643370362000
Well done,@PradipMondalTMC,2025-05-20T09:45:02.000Z,en,447445643370362000
"All power to you Mamata Didi. Humble request to you to try to stop the regular huge chanda collection from shop owners, businessman for different pujas, blood donation camps and what not. These people are suffering, Big Budget Durga pujas are painful for many. Sorry for saying.",@chillisuger,2025-05-20T09:47:32.000Z,en,447445643370362000
Inspite of GoI not releasing fund for housing for the poor Didi has once again stood like a saviour,@snmajumdar,2025-05-20T12:41:50.000Z,en,447445643370362000
"These scheme is only For TmC voters & members and also many persons got this scheme who has Already two floor house and paka house. Also if u want proof, I m agree to show u",@AkashPurkait7,2025-05-20T14:58:04.000Z,en,447445643370362000
"THANK YOU VERY MUCH DIDI, UNDER YOUR LEDERSHIP OUR BANGLA  IS ACHIEVING NEW MILE STONE DAY BY DAY.",@Shubhadeep86417,2025-05-20T16:44:33.000Z,en,447445643370362000
"Very convenient scheme for Bangladeshis. Fck you Mamata, you will rot in hell  #MamataIsSick #PresidentRuleInWB #TakeMamatasSupari",@sharmakabeta_,2025-05-21T02:44:48.000Z,en,447445643370362000
"Taking Loans to fool the ppl & prove ur Corruption. When are u clearing the 25% DA to the State Govt Employees? Whn wl u realise tht u r Incompetent & Incapable to run a Govt/State? Anyways, ppl r fed-up with ur Lies, Fakery, Drama & Propaganda. They wl do justice in 2026.",@Sanzeenpatriot,2025-05-23T06:59:49.000Z,en,447445643370362000
Ratan Tata who was going to start his business and then you all ran away by performing so that there was a business start and the industry was standing up to the ground removed it by movement,@bsp_bharatkumar,2025-05-24T17:09:04.000Z,en,5856457891030680000
"It's not This Vs That, but it has become 'These Realistics Vs Theirs Histrionics', 'What's Necessity Vs Why Excessivity'! People now know, eventually public too, will know.",@AzimTheAgnostic,2025-05-24T17:13:15.000Z,en,5856457891030680000
"Trinamool Congress condemns Pakistan for shelling civilians in the border areas of Poonch and Rozari, India. Trinamool Congress was, is and will always be with the people. Mamata Banerjee jindabad",@Diliptmcsoical,2025-05-24T17:13:53.000Z,en,5856457891030680000
It's nice of them.,@ThameemDr,2025-05-24T17:14:04.000Z,en,5856457891030680000
Joy bangla,@TuluAITC,2025-05-24T17:14:44.000Z,tl,5856457891030680000
"In moments of crisis, what the people need most is the healing touch of compassion, and I am deeply grateful to our delegation for offering just that. It reaffirms our collective promise that as public representatives, we will always stand by the people in their hour of need.",@HumayunHhpAitc,2025-05-24T17:17:13.000Z,en,5856457891030680000
"তুমি আমাদের কখন মুর্শিদাবাদে পাঠাবে?  তোমার মুসলিম লোকেরা হিন্দু বাঙালিদের ঘরবাড়ি এবং হিন্দু মন্দির ধ্বংস করেছে, ঘরবাড়ি পুড়িয়ে দিয়েছে, হিন্দু পরিবারকে হত্যা করেছে এবং গণহত্যা করেছে।",@SagarCwc,2025-05-25T12:11:42.000Z,bn,5856457891030680000
